Name/Identifier	Unit type	Cost	Support Cost	Production time	Starting honour handicap	Units base strength	Number of men in unit ( Base value before scaling )	Honour step value	General candidate? ( eg. Stealth troops are not )	Rebelling Troop mixes this unit can belong to	Ruler ID troop advantage	Region ID troop advantage	Dojo advantage modifier	Unit choices (AI)	Unit Speciality extra building influences	Buildings needed to produce this Unit	Unit Class	Moral Bonus	Aplicable periods	Is this units base unitsize scalable?	Stats and general info about this trooptype	"Is the unit invisible to other players in the strategy map?
For units indicates a stealth unit"	Unit specialities	Tooltip Labels	Mount type	The body type + is it recolourable? + does it have a hi-res texture page.	If this unit is a leader of a faction then specify here which faction it leads. Different units may be specified for each time period and are assigned in the order the units are listed. Any time periods remaining unassigned will be assigned the last unit specified as a leader for the particular faction.  	Faction Association	Region	The order in which the units suitability for formation positions is evaluated. 	"Another set of suitability values for the formations troop types, this one represents the suitability of a type to perform certain tasks."	Specific cultures this unit belongs to. 	"Ship info, including stats ( if this is a ship ).."	NumSupportingRanks   Number of ranks behind first that can give support in melee. Default is 0.	"Effects chance of becomming inpetuous, and some other morale effects. Default is NORMAL."	Affects how evenly spaced the troops are in formation. Cosmetic only. Default is POORLY_FORMED.	"ShieldType. The type of shield the unit is considered to have for combat purposes
"	"MeleeWithShield. True if the unit can use the shield in melee. False if it has a weapon that needs two hands
"	ShieldModifier. The benefit the unit receives from having a shield. Units with heavy 	"ArmourPierciingWeapon  True if the weapon type is particularly effective against armoured troops
"	"CavAttackBonus The factor bonus the unit recieves when attacking cavalry
"	"CavDefenseBonus. The factor bonus the unit receives when defending against cavalry
"	Units this unit is fearful of.	This describes how much the unit affects the Zeal of the followers for each religion.	This describes how much the unit affects the Faith of the followers for each religion.	Dismounting info.	DismountInOpenBattle	Weapon type	Mercenary Unit	Period association for non campaign games.	Faction association for non campaign games.
EarlyFootKnights	INFANTRY	400	10	1	0	16	40	1	PREFERRED					"POVERTY_STRICKEN(14.3), DESPERATE_DEFENCE(14.3), CATHOLIC_EXPANSIONIST(171.6), CATHOLIC_NAVAL_EXPANSIONIST(171.6), CATHOLIC_TRADER(143), CATHOLIC_CRUSADER_TRADER(143), CATHOLIC_EXPANSIONIST_CRUSADER(171.6), CATHOLIC_DEFENSIVE_CRUSADER(114.4), POPE(71.5), CATHOLIC_DEFENSIVE(114.4), CATHOLIC_ISOLATIONIST(71.5), ORTHODOX_DEFENSIVE(114.4), ORTHODOX_EXPANSIONIST(171.6), ORTHODOX_STAGNANT(143), MUSLIM_PEACEFUL(143), MUSLIM_EXPANSIONIST(171.6), MUSLIM_DEVOUT(171.6), BARBARIAN_RAIDER(228.8), REBELS(143), CLOSE_TO_SUPPORT_LIMIT(57.2)"			"ATTACKER,AMBUSH"	2	ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 5 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 3 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"HUSCARLE, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(0), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(2), COVER(0)"			2	NORMAL	FORMED	LARGE	YES	1	NO	1	4						SPEAR	NO		"FN_01, FN_02,FN_03, FN_04,  FN_05, FN_06"
EarlyRoyalFootKnights	INFANTRY	300	10	1	0	16	20	1	PREFERRED					"POVERTY_STRICKEN(55), DESPERATE_DEFENCE(11), CATHOLIC_EXPANSIONIST(132), CATHOLIC_NAVAL_EXPANSIONIST(132), CATHOLIC_TRADER(110), CATHOLIC_CRUSADER_TRADER(110), CATHOLIC_EXPANSIONIST_CRUSADER(132), CATHOLIC_DEFENSIVE_CRUSADER(88), POPE(55), CATHOLIC_DEFENSIVE(88), CATHOLIC_ISOLATIONIST(55), ORTHODOX_DEFENSIVE(88), ORTHODOX_EXPANSIONIST(132), ORTHODOX_STAGNANT(110), MUSLIM_PEACEFUL(110), MUSLIM_EXPANSIONIST(132), MUSLIM_DEVOUT(132), BARBARIAN_RAIDER(176), REBELS(110), CLOSE_TO_SUPPORT_LIMIT(33)"			"ATTACKER,AMBUSH"	2	ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 5 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 3 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"HUSCARLE, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(0), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(2), COVER(0)"			2	NORMAL	FORMED	LARGE	YES	1	NO	1	4						SPEAR	NO		"FN_01, FN_02,FN_03, FN_04,  FN_05, FN_06, FN_08"
Faris	CAVALRY	375	14	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(13.5), DESPERATE_DEFENCE(13.5), CATHOLIC_EXPANSIONIST(162), CATHOLIC_NAVAL_EXPANSIONIST(162), CATHOLIC_TRADER(135), CATHOLIC_CRUSADER_TRADER(135), CATHOLIC_EXPANSIONIST_CRUSADER(162), CATHOLIC_DEFENSIVE_CRUSADER(108), POPE(67.5), CATHOLIC_DEFENSIVE(108), CATHOLIC_ISOLATIONIST(67.5), ORTHODOX_DEFENSIVE(108), ORTHODOX_EXPANSIONIST(162), ORTHODOX_STAGNANT(135), MUSLIM_PEACEFUL(135), MUSLIM_EXPANSIONIST(162), MUSLIM_DEVOUT(162), BARBARIAN_RAIDER(216), REBELS(135), CLOSE_TO_SUPPORT_LIMIT(49.95)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( MTLG ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 1 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 4 ), AMMO( 28 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"SMAILCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	DISCIPLINED	FORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			DismountedFaris		SWORD	YES		ALL_FACTIONS
Fyrdmen	INFANTRY	200	3	1	0	60	100	3	DISCOURAGED			ID_LANDREG_37		"POVERTY_STRICKEN(160.5), DESPERATE_DEFENCE(10.7), CATHOLIC_EXPANSIONIST(85.6), CATHOLIC_NAVAL_EXPANSIONIST(85.6), CATHOLIC_TRADER(107), CATHOLIC_CRUSADER_TRADER(107), CATHOLIC_EXPANSIONIST_CRUSADER(85.6), CATHOLIC_DEFENSIVE_CRUSADER(85.6), POPE(53.5), CATHOLIC_DEFENSIVE(85.6), CATHOLIC_ISOLATIONIST(53.5), ORTHODOX_DEFENSIVE(85.6), ORTHODOX_EXPANSIONIST(85.6), ORTHODOX_STAGNANT(107), MUSLIM_PEACEFUL(107), MUSLIM_EXPANSIONIST(85.6), MUSLIM_DEVOUT(85.6), BARBARIAN_RAIDER(42.8), REBELS(107), CLOSE_TO_SUPPORT_LIMIT(21.4)"		{ROYAL_PALACE}			ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 5 ), MELEE_BONUS( 0 ), DEFENCE_BONUS( -1 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 2 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"NEWPEASANT, YES, YES"		"FN_02, FN_05, FN_03"		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(1), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(2), REINFORCEMENT(2), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			2	NORMAL	FORMED	LARGE	YES	1	NO	1	4						SPEAR	No		"FN_02, FN_05, FN_03"
Jobbagy	INFANTRY	150	4	1	0	60	60	3	DISCOURAGED					"POVERTY_STRICKEN(120), DESPERATE_DEFENCE(6), CATHOLIC_EXPANSIONIST(48), CATHOLIC_NAVAL_EXPANSIONIST(48), CATHOLIC_TRADER(60), CATHOLIC_CRUSADER_TRADER(60), CATHOLIC_EXPANSIONIST_CRUSADER(48), CATHOLIC_DEFENSIVE_CRUSADER(48), POPE(30), CATHOLIC_DEFENSIVE(48), CATHOLIC_ISOLATIONIST(30), ORTHODOX_DEFENSIVE(48), ORTHODOX_EXPANSIONIST(48), ORTHODOX_STAGNANT(60), MUSLIM_PEACEFUL(60), MUSLIM_EXPANSIONIST(48), MUSLIM_DEVOUT(48), BARBARIAN_RAIDER(24), REBELS(60), CLOSE_TO_SUPPORT_LIMIT(9)"					ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( JAV ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 12 ), CHARGE_SPEED( 13 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 75 ), FORMATION_LENGTH_SPACING( 75 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 4 ), MELEE_BONUS( -1 ), DEFENCE_BONUS( 0 ), ARMOUR_LEVEL( 2 ), HONOUR_LEVEL( 0 ), AMMO( 4 ), FORMATIONS_PREFERRED_NUM_ROWS( 3 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"LTOPHELM, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(1), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(2), REINFORCEMENT(2), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	NORMAL	POORLY_FORMED	NONE	YES	1	NO	0	0						SWORD	NO		ALL_FACTIONS
KhazarRoyalCavalry	CAVALRY	400	21	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(14.3), DESPERATE_DEFENCE(14.3), CATHOLIC_EXPANSIONIST(171.6), CATHOLIC_NAVAL_EXPANSIONIST(171.6), CATHOLIC_TRADER(143), CATHOLIC_CRUSADER_TRADER(143), CATHOLIC_EXPANSIONIST_CRUSADER(171.6), CATHOLIC_DEFENSIVE_CRUSADER(114.4), POPE(71.5), CATHOLIC_DEFENSIVE(114.4), CATHOLIC_ISOLATIONIST(71.5), ORTHODOX_DEFENSIVE(114.4), ORTHODOX_EXPANSIONIST(171.6), ORTHODOX_STAGNANT(143), MUSLIM_PEACEFUL(143), MUSLIM_EXPANSIONIST(171.6), MUSLIM_DEVOUT(171.6), BARBARIAN_RAIDER(228.8), REBELS(143), CLOSE_TO_SUPPORT_LIMIT(57.2)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 4 ), ARMOUR_LEVEL( 5 ), HONOUR_LEVEL( 6 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MOCOSCAV, YES, YES, Ehorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	NORMAL	POORLY_FORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			ArmouredSpearmen		SWORD	NO		ALL_FACTIONS
MediumCavalry	CAVALRY	175	12	1	0	80	40	1	OK	"CATH_REBELS(5), CATH_LOYALISTS(8), CATH_PEASANTS(3), CATH_BANDITS(10), CATH_ZEALOTS(3),"		ID_LANDREG_31		"POVERTY_STRICKEN(140), DESPERATE_DEFENCE(8), CATHOLIC_EXPANSIONIST(96), CATHOLIC_NAVAL_EXPANSIONIST(96), CATHOLIC_TRADER(80), CATHOLIC_CRUSADER_TRADER(80), CATHOLIC_EXPANSIONIST_CRUSADER(96), CATHOLIC_DEFENSIVE_CRUSADER(64), POPE(40), CATHOLIC_DEFENSIVE(64), CATHOLIC_ISOLATIONIST(40), ORTHODOX_DEFENSIVE(64), ORTHODOX_EXPANSIONIST(96), ORTHODOX_STAGNANT(80), MUSLIM_PEACEFUL(80), MUSLIM_EXPANSIONIST(96), MUSLIM_DEVOUT(96), BARBARIAN_RAIDER(128), REBELS(80), CLOSE_TO_SUPPORT_LIMIT(13.6)"		{HORSE_BREEDER}	"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 0 ), ARMOUR_LEVEL( 2 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"PESTUCAV, YES, YES, LiHorse"		"FN_01,FN_02,FN_03, FN_05, FN_06, FN_08"		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			0	UNCONTROLLED	POORLY_FORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			RoundShieldSpearmen		SWORD	YES		"FN_01,FN_02,FN_03, FN_05, FN_06, FN_08"
OrganCrew	ARTILLERY	275	10	2	0	20	8	2	DISCOURAGED					"POVERTY_STRICKEN(75.75), DESPERATE_DEFENCE(101), CATHOLIC_EXPANSIONIST(80.8), CATHOLIC_NAVAL_EXPANSIONIST(80.8), CATHOLIC_TRADER(101), CATHOLIC_CRUSADER_TRADER(101), CATHOLIC_EXPANSIONIST_CRUSADER(80.8), CATHOLIC_DEFENSIVE_CRUSADER(121.2), POPE(151.5), CATHOLIC_DEFENSIVE(121.2), CATHOLIC_ISOLATIONIST(151.5), ORTHODOX_DEFENSIVE(121.2), ORTHODOX_EXPANSIONIST(80.8), ORTHODOX_STAGNANT(101), MUSLIM_PEACEFUL(101), MUSLIM_EXPANSIONIST(80.8), MUSLIM_DEVOUT(80.8), BARBARIAN_RAIDER(40.4), REBELS(101), CLOSE_TO_SUPPORT_LIMIT(27.27)"			"MISSILE, CASTLE_DEFENDER"	0	ALL_PERIODS	NO	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( SERPENTINE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 1 ), MELEE_BONUS( 0 ), DEFENCE_BONUS( -2 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 2 ), AMMO( 20 ), FORMATIONS_PREFERRED_NUM_ROWS( 2 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"PEASANT, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(0), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(2), COVER(0)"	MUSLIM		0		FORMED	NONE	YES	1	NO	0	0						SWORD	YES		ALL_FACTIONS
PictishCavalry	CAVALRY	150	7	1	0	80	40	1	OK	"CATH_REBELS(5), CATH_LOYALISTS(10), CATH_PEASANTS(5), CATH_BANDITS(10), CATH_ZEALOTS(5),"		ID_LANDREG_09		"POVERTY_STRICKEN(210), DESPERATE_DEFENCE(10.5), CATHOLIC_EXPANSIONIST(126), CATHOLIC_NAVAL_EXPANSIONIST(126), CATHOLIC_TRADER(105), CATHOLIC_CRUSADER_TRADER(105), CATHOLIC_EXPANSIONIST_CRUSADER(126), CATHOLIC_DEFENSIVE_CRUSADER(84), POPE(52.5), CATHOLIC_DEFENSIVE(84), CATHOLIC_ISOLATIONIST(52.5), ORTHODOX_DEFENSIVE(84), ORTHODOX_EXPANSIONIST(126), ORTHODOX_STAGNANT(105), MUSLIM_PEACEFUL(105), MUSLIM_EXPANSIONIST(126), MUSLIM_DEVOUT(126), BARBARIAN_RAIDER(168), REBELS(105), CLOSE_TO_SUPPORT_LIMIT(15.75)"		{HORSE_BREEDER}	"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 110 ), RADIUS( 45 ), SCALE( 125 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 9 ), RUN_SPEED( 24 ), CHARGE_SPEED( 26 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 145 ), FORMATION_LENGTH_SPACING( 145 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 0 ), ARMOUR_LEVEL( 2 ), HONOUR_LEVEL( 2 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"PESTUCAV, YES, YES, LiHorse"		FN_04		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			0	NORMAL	UNFORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			CelticWarriors		SWORD	NO		FN_04
RoundShieldSpearmen	INFANTRY	150	4	1	0	80	100	1	DISCOURAGED	"CATH_REBELS(15), CATH_LOYALISTS(15), CATH_PEASANTS(15), CATH_BANDITS(15), CATH_ZEALOTS(15), ENG_BANDITS(15), CATH_HERETICS(15), PAG_REBELS(15), PAG_LOYALISTS(15), PAG_PEASANTS(15), PAG_BANDITS(15), PAG_ZEALOTS(15),"		ID_LANDREG_34		"POVERTY_STRICKEN(180), DESPERATE_DEFENCE(90), CATHOLIC_EXPANSIONIST(72), CATHOLIC_NAVAL_EXPANSIONIST(72), CATHOLIC_TRADER(90), CATHOLIC_CRUSADER_TRADER(90), CATHOLIC_EXPANSIONIST_CRUSADER(32), CATHOLIC_DEFENSIVE_CRUSADER(108), POPE(135), CATHOLIC_DEFENSIVE(108), CATHOLIC_ISOLATIONIST(135), ORTHODOX_DEFENSIVE(108), ORTHODOX_EXPANSIONIST(72), ORTHODOX_STAGNANT(90), MUSLIM_PEACEFUL(90), MUSLIM_EXPANSIONIST(72), MUSLIM_DEVOUT(72), BARBARIAN_RAIDER(36), REBELS(90), CLOSE_TO_SUPPORT_LIMIT(13.5)"		{BLACKSMITH}	"DEFENDER,SPEAR"		ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 5 ), MELEE_BONUS( -1 ), DEFENCE_BONUS( -1 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 0 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"NEWPEASANT, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			2		FORMED	LARGE	YES	1	NO	1	4						SPEAR	YES		ALL_FACTIONS
